Time (s),Channel 1 (V)
-0.57375,-0.02861756
-0.5735,-0.025562163
-0.57325,-0.025562163
-0.573,-0.022846255
-0.57275,-0.024204209
-0.5725,-0.022167278
-0.57225,-0.022506766
-0.572,-0.018432904
-0.57175,-0.016735461
-0.5715,-0.013001088
-0.57125,-0.012661599
-0.571,-0.011303645
-0.57075,-0.013340576
-0.5705,-0.014019553
-0.57025,-0.015377507
-0.57,-0.014019553
-0.56975,-0.012661599
-0.5695,-0.011643133
-0.56925,-0.011982622
-0.569,-0.013340576
-0.56875,-0.013680065
-0.5685,-0.014359042
-0.56825,-0.015038019
-0.568,-0.017414438
-0.56775,-0.018093415
-0.5675,-0.019790858
-0.56725,-0.020469835
-0.567,-0.022846255
-0.56675,-0.023525232
-0.5665,-0.024204209
-0.56625,-0.021148812
-0.566,-0.021488301
-0.56575,-0.021148812
-0.5655,-0.02386472
-0.56525,-0.022506766
-0.565,-0.024204209
-0.56475,-0.023185743
-0.5645,-0.026920117
-0.56425,-0.026920117
-0.564,-0.03099398
-0.56375,-0.031333468
-0.5635,-0.035746819
-0.56325,-0.036425796
-0.563,-0.039141704
-0.56275,-0.038802216
-0.5625,-0.042197101
-0.56225,-0.04253659
-0.562,-0.047289429
-0.56175,-0.047968406
-0.5615,-0.049665849
-0.56125,-0.047289429
-0.561,-0.047968406
-0.56075,-0.045591986
-0.5605,-0.047628918
-0.56025,-0.048647383
-0.56,-0.054758177
-0.55975,-0.053739711
-0.5595,-0.057474085
-0.55925,-0.054758177
-0.559,-0.058153062
-0.55875,-0.057134596
-0.5585,-0.061547947
-0.55825,-0.059511016
-0.558,-0.062226924
-0.55775,-0.058153062
-0.5575,-0.060189993
-0.55725,-0.0540792
-0.557,-0.054418688
-0.55675,-0.047968406
-0.5565,-0.048986872
-0.55625,-0.042876078
-0.556,-0.045252498
-0.55575,-0.04016017
-0.5555,-0.04253659
-0.55525,-0.039820681
-0.555,-0.040499658
-0.55475,-0.035746819
-0.5545,-0.037444262
-0.55425,-0.031672957
-0.554,-0.034728353
-0.55375,-0.030315003
-0.5535,-0.033370399
-0.55325,-0.029636026
-0.553,-0.030654491
-0.55275,-0.024204209
-0.5525,-0.023185743
-0.55225,-0.016056484
-0.552,-0.01469853
-0.55175,-0.008248248
-0.5515,-0.009945691
-0.55125,-0.006550805
-0.551,-0.009606202
-0.55075,-0.006550805
-0.5505,-0.010285179
-0.55025,-0.007569271
-0.55,-0.011982622
-0.54975,-0.008927225
-0.5495,-0.015377507
-0.54925,-0.013340576
-0.549,-0.018432904
-0.54875,-0.01469853
-0.5485,-0.015716996
-0.54825,-0.010624668
-0.548,-0.01232211
-0.54775,-0.008927225
-0.5475,-0.01232211
-0.54725,-0.011303645
-0.547,-0.016056484
-0.54675,-0.014359042
-0.5465,-0.016735461
-0.54625,-0.013001088
-0.546,-0.013680065
-0.54575,-0.011982622
-0.5455,-0.016395973
-0.54525,-0.016395973
-0.545,-0.020130347
-0.54475,-0.019790858
-0.5445,-0.021827789
-0.54425,-0.020469835
-0.544,-0.022167278
-0.54375,-0.021148812
-0.5435,-0.024543698
-0.54325,-0.025901652
-0.543,-0.029975514
-0.54275,-0.032691422
-0.5425,-0.036086308
-0.54225,-0.038123239
-0.542,-0.042197101
-0.54175,-0.044234032
-0.5415,-0.045931475
-0.54125,-0.046270964
-0.541,-0.047968406
-0.54075,-0.048307895
-0.5405,-0.04932636
-0.54025,-0.050344826
-0.54,-0.0540792
-0.53975,-0.0540792
-0.5395,-0.054758177
-0.53925,-0.0540792
-0.539,-0.054758177
-0.53875,-0.055776642
-0.5385,-0.057134596
-0.53825,-0.057813574
-0.538,-0.057474085
-0.53775,-0.057134596
-0.5375,-0.056116131
-0.53725,-0.055437154
-0.537,-0.054418688
-0.53675,-0.0540792
-0.5365,-0.050684314
-0.53625,-0.047968406
-0.536,-0.043555055
-0.53575,-0.041178636
-0.5355,-0.036765285
-0.53525,-0.035746819
-0.535,-0.032351934
-0.53475,-0.032012445
-0.5345,-0.028278071
-0.53425,-0.02861756
-0.534,-0.025901652
-0.53375,-0.027259606
-0.5335,-0.024543698
-0.53325,-0.025562163
-0.533,-0.022167278
-0.53275,-0.023185743
-0.5325,-0.020130347
-0.53225,-0.021488301
-0.532,-0.017753927
-0.53175,-0.020130347
-0.5315,-0.018093415
-0.53125,-0.019111881
-0.531,-0.016735461
-0.53075,-0.019111881
-0.5305,-0.016735461
-0.53025,-0.018432904
-0.53,-0.015038019
-0.52975,-0.017414438
-0.5295,-0.016056484
-0.52925,-0.019111881
-0.529,-0.015716996
-0.52875,-0.017414438
-0.5285,-0.016056484
-0.52825,-0.020130347
-0.528,-0.021148812
-0.52775,-0.026580629
-0.5275,-0.027259606
-0.52725,-0.03099398
-0.527,-0.030315003
-0.52675,-0.033030911
-0.5265,-0.031672957
-0.52625,-0.031333468
-0.526,-0.027938583
-0.52575,-0.028957048
-0.5255,-0.027599094
-0.52525,-0.02861756
-0.525,-0.027938583
-0.52475,-0.030654491
-0.5245,-0.03099398
-0.52425,-0.033709888
-0.524,-0.033370399
-0.52375,-0.034728353
-0.5235,-0.033709888
-0.52325,-0.036425796
-0.523,-0.037444262
-0.52275,-0.04253659
-0.5225,-0.043555055
-0.52225,-0.046610452
-0.522,-0.047628918
-0.52175,-0.051023803
-0.5215,-0.050344826
-0.52125,-0.052042269
-0.521,-0.050684314
-0.52075,-0.05170278
-0.5205,-0.050684314
-0.52025,-0.052381757
-0.52,-0.0540792
-0.51975,-0.055437154
-0.5195,-0.055776642
-0.51925,-0.056116131
-0.519,-0.057134596
-0.51875,-0.058153062
-0.5185,-0.058153062
-0.51825,-0.056455619
-0.518,-0.054758177
-0.51775,-0.052721246
-0.5175,-0.052042269
-0.51725,-0.050005337
-0.517,-0.051363291
-0.51675,-0.050005337
-0.5165,-0.050005337
-0.51625,-0.046949941
-0.516,-0.045931475
-0.51575,-0.041857613
-0.5155,-0.040499658
-0.51525,-0.036765285
-0.515,-0.036425796
-0.51475,-0.033370399
-0.5145,-0.034388865
-0.51425,-0.031333468
-0.514,-0.032691422
-0.51375,-0.030315003
-0.5135,-0.03099398
-0.51325,-0.028278071
-0.513,-0.027938583
-0.51275,-0.023185743
-0.5125,-0.020809324
-0.51225,-0.015716996
-0.512,-0.01469853
-0.51175,-0.011643133
-0.5115,-0.013680065
-0.51125,-0.012661599
-0.511,-0.015038019
-0.51075,-0.013340576
-0.5105,-0.015716996
-0.51025,-0.013340576
-0.51,-0.015377507
-0.50975,-0.011982622
-0.5095,-0.015038019
-0.50925,-0.013340576
-0.509,-0.01707495
-0.50875,-0.01469853
-0.5085,-0.018432904
-0.50825,-0.015716996
-0.508,-0.020130347
-0.50775,-0.019790858
-0.5075,-0.022506766
-0.50725,-0.01945137
-0.507,-0.023525232
-0.50675,-0.020469835
-0.5065,-0.02386472
-0.50625,-0.019111881
-0.506,-0.024204209
-0.50575,-0.020469835
-0.5055,-0.024883186
-0.50525,-0.019111881
-0.505,-0.02386472
-0.50475,-0.021827789
-0.5045,-0.028278071
-0.50425,-0.027599094
-0.504,-0.034388865
-0.50375,-0.034388865
-0.5035,-0.041178636
-0.50325,-0.041178636
-0.503,-0.048307895
-0.50275,-0.047968406
-0.5025,-0.055437154
-0.50225,-0.056116131
-0.502,-0.063584879
-0.50175,-0.064942833
-0.5015,-0.069016695
-0.50125,-0.065282321
-0.501,-0.066979764
-0.50075,-0.061547947
-0.5005,-0.063584879
-0.50025,-0.060529482
-0.5,-0.066640275
-0.49975,-0.064603344
-0.4995,-0.068337718
-0.49925,-0.064263856
-0.499,-0.066979764
-0.49875,-0.06324539
-0.4985,-0.064603344
-0.49825,-0.058153062
-0.498,-0.058492551
-0.49775,-0.053060734
-0.4975,-0.0540792
-0.49725,-0.04932636
-0.497,-0.051023803
-0.49675,-0.046949941
-0.4965,-0.048307895
-0.49625,-0.044234032
-0.496,-0.043555055
-0.49575,-0.039481193
-0.4955,-0.039820681
-0.49525,-0.035746819
-0.495,-0.036086308
-0.49475,-0.032691422
-0.4945,-0.033709888
-0.49425,-0.031333468
-0.494,-0.033370399
-0.49375,-0.032012445
-0.4935,-0.033030911
-0.49325,-0.031333468
-0.493,-0.031672957
-0.49275,-0.029636026
-0.4925,-0.029296537
-0.49225,-0.028278071
-0.492,-0.02861756
-0.49175,-0.027938583
-0.4915,-0.02861756
-0.49125,-0.028278071
-0.491,-0.028957048
-0.49075,-0.02861756
-0.4905,-0.027938583
-0.49025,-0.025901652
-0.49,-0.024883186
-0.48975,-0.023525232
-0.4895,-0.025562163
-0.48925,-0.026580629
-0.489,-0.028278071
-0.48875,-0.029636026
-0.4885,-0.029975514
-0.48825,-0.029636026
-0.488,-0.027599094
-0.48775,-0.02624114
-0.4875,-0.024883186
-0.48725,-0.02386472
-0.487,-0.020809324
-0.48675,-0.020130347
-0.4865,-0.015716996
-0.48625,-0.01232211
-0.486,-0.00790876
-0.48575,-0.010285179
-0.4855,-0.010285179
-0.48525,-0.013001088
-0.485,-0.01232211
-0.48475,-0.013680065
-0.4845,-0.01232211
-0.48425,-0.015038019
-0.484,-0.014359042
-0.48375,-0.018772393
-0.4835,-0.021148812
-0.48325,-0.025562163
-0.483,-0.027599094
-0.48275,-0.034388865
-0.4825,-0.037444262
-0.48225,-0.044913009
-0.482,-0.046610452
-0.48175,-0.052721246
-0.4815,-0.055776642
-0.48125,-0.059850505
-0.481,-0.058832039
-0.48075,-0.059171528
-0.4805,-0.058153062
-0.48025,-0.061887436
-0.48,-0.061208459
-0.47975,-0.06324539
-0.4795,-0.061208459
-0.47925,-0.06324539
-0.479,-0.06086897
-0.47875,-0.062226924
-0.4785,-0.057813574
-0.47825,-0.055776642
-0.478,-0.048986872
-0.47775,-0.046949941
-0.4775,-0.041518124
-0.47725,-0.040839147
-0.477,-0.038123239
-0.47675,-0.03778375
-0.4765,-0.034049376
-0.47625,-0.033709888
-0.476,-0.03099398
-0.47575,-0.031672957
-0.4755,-0.028957048
-0.47525,-0.029636026
-0.475,-0.027599094
-0.47475,-0.027938583
-0.4745,-0.025222675
-0.47425,-0.02386472
-0.474,-0.021148812
-0.47375,-0.020469835
-0.4735,-0.016735461
-0.47325,-0.016395973
-0.473,-0.012661599
-0.47275,-0.012661599
-0.4725,-0.009266714
-0.47225,-0.008927225
-0.472,-0.006550805
-0.47175,-0.00790876
-0.4715,-0.00790876
-0.47125,-0.010624668
-0.471,-0.011643133
-0.47075,-0.01469853
-0.4705,-0.01469853
-0.47025,-0.014359042
-0.47,-0.012661599
-0.46975,-0.010964156
-0.4695,-0.009945691
-0.46925,-0.009606202
-0.469,-0.010285179
-0.46875,-0.009945691
-0.4685,-0.010964156
-0.46825,-0.011643133
-0.468,-0.014019553
-0.46775,-0.015716996
-0.4675,-0.018093415
-0.46725,-0.018093415
-0.467,-0.019790858
-0.46675,-0.019790858
-0.4665,-0.022846255
-0.46625,-0.022846255
-0.466,-0.026580629
-0.46575,-0.027259606
-0.4655,-0.030654491
-0.46525,-0.029636026
-0.465,-0.031333468
-0.46475,-0.029636026
-0.4645,-0.03099398
-0.46425,-0.027599094
-0.464,-0.028278071
-0.46375,-0.024204209
-0.4635,-0.024204209
-0.46325,-0.022167278
-0.463,-0.024883186
-0.46275,-0.024543698
-0.4625,-0.02861756
-0.46225,-0.028278071
-0.462,-0.032012445
-0.46175,-0.031333468
-0.4615,-0.033370399
-0.46125,-0.031672957
-0.461,-0.034388865
-0.46075,-0.032351934
-0.4605,-0.035746819
-0.46025,-0.036086308
-0.46,-0.04253659
-0.45975,-0.040839147
-0.4595,-0.043894544
-0.45925,-0.042197101
-0.459,-0.043215567
-0.45875,-0.039820681
-0.4585,-0.042197101
-0.45825,-0.038123239
-0.458,-0.039820681
-0.45775,-0.035746819
-0.4575,-0.038462727
-0.45725,-0.035407331
-0.457,-0.04016017
-0.45675,-0.034728353
-0.4565,-0.035407331
-0.45625,-0.027259606
-0.456,-0.027599094
-0.45575,-0.020469835
-0.4555,-0.020809324
-0.45525,-0.015038019
-0.455,-0.016395973
-0.45475,-0.011982622
-0.4545,-0.015716996
-0.45425,-0.011982622
-0.454,-0.016395973
-0.45375,-0.01232211
-0.4535,-0.015038019
-0.45325,-0.008587737
-0.453,-0.007569271
-0.45275,-0.0007795
-0.4525,-0.002137455
-0.45225,0.001936408
-0.452,-0.001118989
-0.45175,0.001596919
-0.4515,-0.002816432
-0.45125,-0.000100523
-0.451,-0.004513874
-0.45075,-0.001118989
-0.4505,-0.003834897
-0.45025,0.002615385
-0.45,0.003294362
-0.44975,0.010423621
-0.4495,0.00838669
-0.44925,0.013139529
-0.449,0.010084133
-0.44875,0.013818506
-0.4485,0.011102598
-0.44825,0.014497483
-0.448,0.010423621
-0.44775,0.012800041
-0.4475,0.008047201
-0.44725,0.010423621
-0.447,0.00601027
-0.44675,0.00601027
-0.4465,0.001596919
-0.44625,0.003294362
-0.446,0.000238965
-0.44575,0.001936408
-0.4455,0.000238965
-0.44525,0.002615385
-0.445,0.000917942
-0.44475,0.001936408
-0.4445,-0.002137455
-0.44425,-0.002137455
-0.444,-0.004853363
-0.44375,-0.005871828
-0.4435,-0.009945691
-0.44325,-0.011982622
-0.443,-0.015716996
-0.44275,-0.01707495
-0.4425,-0.020130347
-0.44225,-0.022167278
-0.442,-0.025901652
-0.44175,-0.026920117
-0.4415,-0.027599094
-0.44125,-0.027259606
-0.441,-0.026920117
-0.44075,-0.025901652
-0.4405,-0.026920117
-0.44025,-0.029296537
-0.44,-0.033030911
-0.43975,-0.034388865
-0.4395,-0.035067842
-0.43925,-0.034728353
-0.439,-0.034728353
-0.43875,-0.035067842
-0.4385,-0.033709888
-0.43825,-0.031672957
-0.438,-0.028957048
-0.43775,-0.026580629
-0.4375,-0.023525232
-0.43725,-0.021827789
-0.437,-0.019790858
-0.43675,-0.019111881
-0.4365,-0.01469853
-0.43625,-0.012661599
-0.436,-0.008587737
-0.43575,-0.00790876
-0.4355,-0.004853363
-0.43525,-0.00553234
-0.435,-0.002137455
-0.43475,-0.003495409
-0.4345,-0.000100523
-0.43425,-0.0007795
-0.434,0.002954873
-0.43375,0.002954873
-0.4335,0.006689247
-0.43325,0.00601027
-0.433,0.010084133
-0.43275,0.00838669
-0.4325,0.011781575
-0.43225,0.010423621
-0.432,0.014157995
-0.43175,0.012800041
-0.4315,0.015176461
-0.43125,0.013139529
-0.431,0.015515949
-0.43075,0.012460552
-0.4305,0.014497483
-0.43025,0.012800041
-0.43,0.016873903
-0.42975,0.015855438
-0.4295,0.016873903
-0.42925,0.014497483
-0.429,0.015855438
-0.42875,0.013818506
-0.4285,0.016873903
-0.42825,0.015855438
-0.428,0.017213392
-0.42775,0.013818506
-0.4275,0.01755288
-0.42725,0.016194926
-0.427,0.01755288
-0.42675,0.014157995
-0.4265,0.014157995
-0.42625,0.013479018
-0.426,0.015515949
-0.42575,0.011442087
-0.4255,0.011781575
-0.42525,0.009065667
-0.425,0.01076311
-0.42475,0.007028736
-0.4245,0.004652316
-0.42425,0.000238965
-0.424,-0.001797966
-0.42375,-0.006550805
-0.4235,-0.008587737
-0.42325,-0.01232211
-0.423,-0.013001088
-0.42275,-0.015038019
-0.4225,-0.01469853
-0.42225,-0.015377507
-0.422,-0.015038019
-0.42175,-0.017414438
-0.4215,-0.016735461
-0.42125,-0.018432904
-0.421,-0.018432904
-0.42075,-0.019790858
-0.4205,-0.020469835
-0.42025,-0.02386472
-0.42,-0.026920117
-0.41975,-0.029636026
-0.4195,-0.031333468
-0.41925,-0.032012445
-0.419,-0.033030911
-0.41875,-0.032351934
-0.4185,-0.032351934
-0.41825,-0.030654491
-0.418,-0.030654491
-0.41775,-0.027599094
-0.4175,-0.026580629
-0.41725,-0.023185743
-0.417,-0.022167278
-0.41675,-0.017753927
-0.4165,-0.01469853
-0.41625,-0.008248248
-0.416,-0.005871828
-0.41575,0.000238965
-0.4155,0.003294362
-0.41525,0.008726178
-0.415,0.008726178
-0.41475,0.009744644
-0.4145,0.008047201
-0.41425,0.01076311
-0.414,0.008726178
-0.41375,0.011781575
-0.4135,0.009744644
-0.41325,0.012121064
-0.413,0.011442087
-0.41275,0.015515949
-0.4125,0.014836972
-0.41225,0.017892369
-0.412,0.016194926
-0.41175,0.018231857
-0.4115,0.014836972
-0.41125,0.016194926
-0.411,0.013139529
-0.41075,0.015176461
-0.4105,0.013479018
-0.41025,0.016873903
-0.41,0.016194926
-0.40975,0.020947766
-0.4095,0.017892369
-0.40925,0.021626743
-0.409,0.0199293
-0.40875,0.023663674
-0.4085,0.020608277
-0.40825,0.024342651
-0.408,0.020268788
-0.40775,0.022984697
-0.4075,0.018571346
-0.40725,0.021966231
-0.407,0.016873903
-0.40675,0.019250323
-0.4065,0.014497483
-0.40625,0.018231857
-0.406,0.013818506
-0.40575,0.015515949
-0.4055,0.010423621
-0.40525,0.013479018
-0.405,0.009405156
-0.40475,0.012121064
-0.4045,0.007028736
-0.40425,0.009405156
-0.404,0.002954873
-0.40375,0.002954873
-0.4035,-0.003495409
-0.40325,-0.003495409
-0.403,-0.009266714
-0.40275,-0.008248248
-0.4025,-0.014019553
-0.40225,-0.01232211
-0.402,-0.018093415
-0.40175,-0.016735461
-0.4015,-0.020809324
-0.40125,-0.01945137
-0.401,-0.02386472
-0.40075,-0.022846255
-0.4005,-0.027938583
-0.40025,-0.027259606
-0.4,-0.032691422
-0.39975,-0.027938583
-0.3995,-0.029296537
-0.39925,-0.023525232
-0.399,-0.026580629
-0.39875,-0.02386472
-0.3985,-0.027599094
-0.39825,-0.024883186
-0.398,-0.029296537
-0.39775,-0.023525232
-0.3975,-0.02624114
-0.39725,-0.021827789
-0.397,-0.022846255
-0.39675,-0.017414438
-0.3965,-0.01707495
-0.39625,-0.01469853
-0.396,-0.014359042
-0.39575,-0.009945691
-0.3955,-0.006890294
-0.39525,-0.003834897
-0.395,-0.003495409
-0.39475,-0.0007795
-0.3945,-0.002137455
-0.39425,-0.000100523
-0.394,-0.001118989
-0.39375,0.000578454
-0.3935,0.001257431
-0.39325,0.00363385
-0.393,0.003294362
-0.39275,0.004312828
-0.3925,0.00363385
-0.39225,0.004652316
-0.392,0.004991805
-0.39175,0.006689247
-0.3915,0.009065667
-0.39125,0.012800041
-0.391,0.016534415
-0.39075,0.020268788
-0.3905,0.023324185
-0.39025,0.027737536
-0.39,0.031132421
-0.38975,0.034527307
-0.3895,0.034866795
-0.38925,0.034187818
-0.389,0.033169353
-0.38875,0.031132421
-0.3885,0.028756002
-0.38825,0.025361116
-0.388,0.023324185
-0.38775,0.020947766
-0.3875,0.0199293
-0.38725,0.018910834
-0.387,0.019589811
-0.38675,0.017892369
-0.3865,0.020268788
-0.38625,0.020947766
-0.386,0.022984697
-0.38575,0.0199293
-0.3855,0.019250323
-0.38525,0.015855438
-0.385,0.015515949
-0.38475,0.012121064
-0.3845,0.011781575
-0.38425,0.008726178
-0.384,0.009065667
-0.38375,0.005670782
-0.3835,0.005331293
-0.38325,0.000238965
-0.383,-0.0007795
-0.38275,-0.006890294
-0.3825,-0.007229782
-0.38225,-0.011643133
-0.382,-0.011982622
-0.38175,-0.016735461
-0.3815,-0.015038019
-0.38125,-0.018432904
-0.381,-0.01707495
-0.38075,-0.01945137
-0.3805,-0.018432904
-0.38025,-0.022167278
-0.38,-0.022506766
-0.37975,-0.024543698
-0.3795,-0.023185743
-0.37925,-0.025901652
-0.379,-0.024883186
-0.37875,-0.02861756
-0.3785,-0.026580629
-0.37825,-0.026920117
-0.378,-0.022846255
-0.37775,-0.022506766
-0.3775,-0.018772393
-0.37725,-0.017414438
-0.377,-0.014019553
-0.37675,-0.013340576
-0.3765,-0.009266714
-0.37625,-0.006890294
-0.376,-0.003495409
-0.37575,-0.002816432
-0.3755,-0.000100523
-0.37525,-0.000440012
-0.375,0.001596919
-0.37475,0.000917942
-0.3745,0.002615385
-0.37425,0.003294362
-0.374,0.005331293
-0.37375,0.004312828
-0.3735,0.005331293
-0.37325,0.007028736
-0.373,0.009405156
-0.37275,0.009405156
-0.3725,0.011442087
-0.37225,0.011102598
-0.372,0.014157995
-0.37175,0.01076311
-0.3715,0.012121064
-0.37125,0.011781575
-0.371,0.015855438
-0.37075,0.015855438
-0.3705,0.016194926
-0.37025,0.016873903
-0.37,0.018910834
-0.36975,0.0199293
-0.3695,0.019250323
-0.36925,0.018910834
-0.369,0.01755288
-0.36875,0.018231857
-0.3685,0.01755288
-0.36825,0.017892369
-0.368,0.015515949
-0.36775,0.015855438
-0.3675,0.013818506
-0.36725,0.014497483
-0.367,0.012121064
-0.36675,0.012460552
-0.3665,0.01076311
-0.36625,0.013818506
-0.366,0.013139529
-0.36575,0.014836972
-0.3655,0.013479018
-0.36525,0.014497483
-0.365,0.011102598
-0.36475,0.010423621
-0.3645,0.005670782
-0.36425,0.005331293
-0.364,0.000578454
-0.36375,0.000917942
-0.3635,-0.001797966
-0.36325,-0.001458477
-0.363,-0.005192851
-0.36275,-0.006211317
-0.3625,-0.011303645
-0.36225,-0.013680065
-0.362,-0.020469835
-0.36175,-0.022167278
-0.3615,-0.026580629
-0.36125,-0.025222675
-0.361,-0.027259606
-0.36075,-0.02386472
-0.3605,-0.025562163
-0.36025,-0.024543698
-0.36,-0.02861756
-0.35975,-0.025562163
-0.3595,-0.027259606
-0.35925,-0.023525232
-0.359,-0.02624114
-0.35875,-0.023525232
-0.3585,-0.025901652
-0.35825,-0.020469835
-0.358,-0.023185743
-0.35775,-0.018093415
-0.3575,-0.021488301
-0.35725,-0.018432904
-0.357,-0.022846255
-0.35675,-0.018432904
-0.3565,-0.019790858
-0.35625,-0.013680065
-0.356,-0.015038019
-0.35575,-0.009266714
-0.3555,-0.010624668
-0.35525,-0.005871828
-0.355,-0.008248248
-0.35475,-0.003834897
-0.3545,-0.006890294
-0.35425,-0.004174386
-0.354,-0.008587737
-0.35375,-0.004853363
-0.3535,-0.004513874
-0.35325,0.003294362
-0.353,0.003973339
-0.35275,0.011442087
-0.3525,0.01076311
-0.35225,0.016194926
-0.352,0.014157995
-0.35175,0.01755288
-0.3515,0.014157995
-0.35125,0.016534415
-0.351,0.010423621
-0.35075,0.011442087
-0.3505,0.006689247
-0.35025,0.00838669
-0.35,0.004652316
-0.34975,0.006689247
-0.3495,0.001596919
-0.34925,0.006689247
-0.349,0.004991805
-0.34875,0.011442087
-0.3485,0.011442087
-0.34825,0.017213392
-0.348,0.015176461
-0.34775,0.016194926
-0.3475,0.01076311
-0.34725,0.011781575
-0.347,0.00838669
-0.34675,0.010423621
-0.3465,0.008047201
-0.34625,0.011781575
-0.346,0.011442087
-0.34575,0.013818506
-0.3455,0.013139529
-0.34525,0.014157995
-0.345,0.01076311
-0.34475,0.010423621
-0.3445,0.006349759
-0.34425,0.004652316
-0.344,-0.0007795
-0.34375,-0.003834897
-0.3435,-0.008587737
-0.34325,-0.011303645
-0.343,-0.015377507
-0.34275,-0.01945137
-0.3425,-0.023185743
-0.34225,-0.024204209
-0.342,-0.025222675
-0.34175,-0.024204209
-0.3415,-0.022506766
-0.34125,-0.01945137
-0.341,-0.017753927
-0.34075,-0.016735461
-0.3405,-0.017753927
-0.34025,-0.019111881
-0.34,-0.020809324
-0.33975,-0.019111881
-0.3395,-0.016735461
-0.33925,-0.014359042
-0.339,-0.013680065
-0.33875,-0.014359042
-0.3385,-0.01469853
-0.33825,-0.016395973
-0.338,-0.018093415
-0.33775,-0.019790858
-0.3375,-0.019111881
-0.33725,-0.018772393
-0.337,-0.015377507
-0.33675,-0.013340576
-0.3365,-0.008248248
-0.33625,-0.005192851
-0.336,-0.001458477
-0.33575,-0.0007795
-0.3355,0.001596919
-0.33525,0.000238965
-0.335,0.002275896
-0.33475,0.001596919
-0.3345,0.005331293
-0.33425,0.006349759
-0.334,0.011102598
-0.33375,0.011442087
-0.3335,0.016194926
-0.33325,0.014157995
-0.333,0.014836972
-0.33275,0.009065667
-0.3325,0.008726178
-0.33225,0.004312828
-0.332,0.006349759
-0.33175,0.005670782
-0.3315,0.010423621
-0.33125,0.011102598
-0.331,0.016194926
-0.33075,0.015855438
-0.3305,0.018910834
-0.33025,0.017892369
-0.33,0.021287254
-0.32975,0.020268788
-0.3295,0.021287254
-0.32925,0.018231857
-0.329,0.018231857
-0.32875,0.015176461
-0.3285,0.015855438
-0.32825,0.013139529
-0.328,0.011781575
-0.32775,0.008047201
-0.3275,0.007368224
-0.32725,0.005670782
-0.327,0.005670782
-0.32675,0.004312828
-0.3265,0.007028736
-0.32625,0.008047201
-0.326,0.01076311
-0.32575,0.013479018
-0.3255,0.016873903
-0.32525,0.018571346
-0.325,0.021626743
-0.32475,0.021287254
-0.3245,0.021287254
-0.32425,0.015176461
-0.324,0.013818506
-0.32375,0.011102598
-0.3235,0.012121064
-0.32325,0.007368224
-0.323,0.004652316
-0.32275,-0.001118989
-0.3225,-0.002816432
-0.32225,-0.006550805
-0.322,-0.009266714
-0.32175,-0.013340576
-0.3215,-0.014019553
-0.32125,-0.015038019
-0.321,-0.014019553
-0.32075,-0.01469853
-0.3205,-0.016056484
-0.32025,-0.019111881
-0.32,-0.022167278
-0.31975,-0.024204209
-0.3195,-0.025222675
-0.31925,-0.024883186
-0.319,-0.025562163
-0.31875,-0.025562163
-0.3185,-0.025901652
-0.31825,-0.024204209
-0.318,-0.025222675
-0.31775,-0.02386472
-0.3175,-0.024883186
-0.31725,-0.022167278
-0.317,-0.021827789
-0.31675,-0.018432904
-0.3165,-0.016735461
-0.31625,-0.013001088
-0.316,-0.014019553
-0.31575,-0.011303645
-0.3155,-0.010285179
-0.31525,-0.005871828
-0.315,-0.005192851
-0.31475,-0.001797966
-0.3145,-0.00315592
-0.31425,-0.0007795
-0.314,-0.00315592
-0.31375,-0.000440012
-0.3135,0.000238965
-0.31325,0.00601027
-0.313,0.008047201
-0.31275,0.014836972
-0.3125,0.016534415
-0.31225,0.021966231
-0.312,0.02230572
-0.31175,0.025361116
-0.3115,0.022984697
-0.31125,0.025021628
-0.311,0.021626743
-0.31075,0.023324185
-0.3105,0.021626743
-0.31025,0.025700605
-0.31,0.024682139
-0.30975,0.02909549
-0.3095,0.024682139
-0.30925,0.027398048
-0.309,0.023324185
-0.30875,0.025361116
-0.3085,0.020947766
-0.30825,0.023663674
-0.308,0.018571346
-0.30775,0.020608277
-0.3075,0.016194926
-0.30725,0.018910834
-0.307,0.013818506
-0.30675,0.017213392
-0.3065,0.013479018
-0.30625,0.018571346
-0.306,0.015515949
-0.30575,0.018231857
-0.3055,0.013479018
-0.30525,0.014836972
-0.305,0.009065667
-0.30475,0.01076311
-0.3045,0.005670782
-0.30425,0.008047201
-0.304,0.002954873
-0.30375,0.003973339
-0.3035,-0.002476943
-0.30325,-0.002476943
-0.303,-0.009606202
-0.30275,-0.009266714
-0.3025,-0.013340576
-0.30225,-0.011303645
-0.302,-0.016056484
-0.30175,-0.014359042
-0.3015,-0.018432904
-0.30125,-0.01707495
-0.301,-0.018432904
-0.30075,-0.016056484
-0.3005,-0.021488301
-0.30025,-0.021488301
-0.3,-0.02861756
-0.29975,-0.026580629
-0.2995,-0.031672957
-0.29925,-0.03099398
-0.299,-0.034388865
-0.29875,-0.030654491
-0.2985,-0.030654491
-0.29825,-0.02624114
-0.298,-0.027599094
-0.29775,-0.02386472
-0.2975,-0.026920117
-0.29725,-0.024543698
-0.297,-0.027599094
-0.29675,-0.025222675
-0.2965,-0.024883186
-0.29625,-0.019111881
-0.296,-0.016395973
-0.29575,-0.009945691
-0.2955,-0.006550805
-0.29525,-0.0007795
-0.295,0.001257431
-0.29475,0.004991805
-0.2945,0.005331293
-0.29425,0.008047201
-0.294,0.00838669
-0.29375,0.01076311
-0.2935,0.011102598
-0.29325,0.012121064
